0,24,24
0,25,24
0,26,24
0,26,25
0,27,24
0,27,25
0,28,44
0,28,45
0,29,37
0,29,38
0,29,39
0,29,40
0,29,41
0,29,42
0,29,43
0,29,44
0,30,33
0,30,35
0,30,36
0,30,37
0,30,38
0,30,39
0,30,40
0,30,41
0,30,42
0,30,43
0,30,44
0,30,45
0,30,46
0,31,32
0,31,38
0,31,39
0,31,40
0,31,41
0,31,42
0,31,43
0,31,44
0,31,45
0,31,46
0,31,47
0,32,28
0,32,29
0,32,30
0,32,31
0,32,32
0,32,34
0,32,35
0,32,36
0,32,37
0,32,41
0,32,42
0,32,43
0,32,44
0,32,45
0,32,46
0,32,47
0,33,26
0,33,27
0,33,30
0,33,31
0,33,32
0,33,33
0,33,34
0,33,35
0,33,36
0,33,37
0,33,38
0,33,39
0,33,40
0,33,43
0,33,44
0,33,45
0,33,46
0,33,47
0,34,26
0,34,27
0,34,28
0,34,29
0,34,31
0,34,32
0,34,33
0,34,34
0,34,35
0,34,36
0,34,37
0,34,38
0,34,39
0,34,40
0,34,41
0,34,42
0,34,47
0,35,25
0,35,26
0,35,27
0,35,28
0,35,29
0,35,30
0,35,32
0,35,33
0,35,34
0,35,35
0,35,36
0,35,37
0,35,38
0,35,40
0,35,41
0,35,42
0,35,43
0,35,44
0,35,45
0,35,46
0,36,26
0,36,27
0,36,28
0,36,29
0,36,30
0,36,31
0,36,34
0,36,35
0,36,36
0,36,38
0,36,39
0,36,40
0,36,41
0,36,42
0,36,43
0,36,44
0,36,45
0,36,46
0,36,47
0,36,48
0,37,26
0,37,27
0,37,28
0,37,29
0,37,30
0,37,31
0,37,32
0,37,33
0,37,37
0,37,38
0,37,39
0,37,40
0,37,41
0,37,42
0,37,43
0,37,44
0,37,45
0,37,46
0,37,47
0,38,27
0,38,28
0,38,29
0,38,30
0,38,31
0,38,32
0,38,33
0,38,34
0,38,35
0,38,38
0,38,39
0,38,40
0,38,41
0,38,42
0,38,43
0,38,44
0,38,45
0,38,46
0,38,47
0,39,28
0,39,29
0,39,30
0,39,31
0,39,32
0,39,33
0,39,34
0,39,35
0,39,37
0,39,40
0,39,41
0,39,42
0,39,43
0,39,44
0,39,45
0,39,46
0,40,30
0,40,31
0,40,36
0,40,37
0,40,38
0,40,39
0,40,42
0,40,43
0,40,44
0,40,45
0,40,46
0,41,39
0,41,40
0,41,41
0,41,43
0,41,44
0,41,45
0,42,42
0,42,44
1,18,23
1,18,24
1,19,23
1,19,24
1,19,25
1,20,23
1,20,24
1,20,25
1,21,23
1,21,24
1,21,25
1,22,23
1,22,24
1,22,25
1,23,23
1,23,24
1,23,25
1,24,23
1,24,24
1,24,25
1,25,23
1,25,24
1,25,25
1,25,41
1,25,42
1,25,43
1,25,44
1,25,45
1,25,46
1,26,23
1,26,24
1,26,25
1,26,35
1,26,37
1,26,38
1,26,39
1,26,40
1,27,23
1,27,24
1,27,25
1,27,26
1,27,34
1,27,35
1,27,36
1,27,37
1,27,38
1,27,39
1,27,40
1,27,41
1,27,42
1,27,43
1,27,44
1,27,45
1,27,46
1,27,47
1,28,24
1,28,25
1,28,26
1,28,30
1,28,32
1,28,33
1,28,36
1,28,46
1,28,47
1,28,48
1,29,24
1,29,25
1,29,26
1,29,27
1,29,28
1,29,29
1,29,31
1,29,32
1,29,33
1,29,34
1,30,24
1,30,25
1,30,26
1,30,27
1,30,28
1,30,29
1,30,30
1,30,47
1,30,48
1,30,49
1,31,24
1,31,25
1,31,26
1,31,27
1,31,28
1,31,29
1,31,30
1,31,31
1,31,48
1,31,49
1,32,24
1,32,25
1,32,26
1,32,27
1,32,48
1,32,49
1,32,50
1,33,24
1,33,25
1,33,28
1,33,48
1,33,49
1,33,50
1,34,24
1,34,25
1,34,48
1,34,49
1,35,24
1,35,25
1,36,24
1,36,25
1,36,48
1,36,49
1,37,24
1,37,25
1,37,26
1,37,48
1,37,49
1,38,24
1,38,25
1,38,26
1,38,48
1,38,49
1,39,24
1,39,25
1,39,26
1,39,27
1,39,47
1,39,48
1,39,49
1,40,24
1,40,25
1,40,26
1,40,27
1,40,28
1,40,29
1,40,32
1,40,33
1,40,34
1,40,46
1,40,47
1,40,48
1,41,24
1,41,25
1,41,26
1,41,27
1,41,28
1,41,29
1,41,30
1,41,31
1,41,32
1,41,33
1,41,34
1,41,35
1,41,36
1,41,38
1,41,46
1,41,47
1,41,48
1,42,24
1,42,25
1,42,26
1,42,27
1,42,28
1,42,29
1,42,30
1,42,31
1,42,32
1,42,33
1,42,34
1,42,35
1,42,36
1,42,37
1,42,39
1,42,40
1,42,41
1,42,45
1,42,46
1,42,47
1,42,48
1,43,25
1,43,26
1,43,27
1,43,28
1,43,29
1,43,30
1,43,31
1,43,33
1,43,34
1,43,43
1,43,44
1,43,46
1,43,47
1,44,26
1,44,27
1,44,28
1,44,29
1,44,30
1,44,32
1,44,33
1,44,35
1,44,37
1,44,39
1,44,40
1,44,42
1,44,44
1,44,45
1,45,27
1,45,29
1,45,30
1,45,32
1,45,34
1,45,35
1,45,37
1,45,38
1,45,40
1,45,42
1,45,43
1,45,45
1,46,43
1,47,38
1,47,40
1,47,41
2,16,22
2,16,23
2,16,24
2,17,22
2,17,23
2,17,24
2,17,25
2,17,26
2,18,22
2,18,23
2,18,24
2,18,25
2,18,26
2,19,23
2,19,25
2,19,26
2,20,23
2,20,25
2,20,26
2,21,23
2,21,24
2,21,25
2,22,23
2,22,24
2,22,25
2,22,41
2,22,43
2,22,44
2,22,45
2,22,46
2,23,23
2,23,24
2,23,25
2,23,41
2,23,42
2,23,43
2,24,23
2,24,24
2,24,25
2,24,36
2,24,37
2,24,38
2,24,39
2,24,40
2,24,41
2,24,42
2,24,43
2,24,44
2,24,45
2,24,46
2,24,47
2,24,48
2,25,23
2,25,24
2,25,25
2,25,34
2,25,35
2,25,36
2,25,46
2,25,47
2,25,48
2,25,49
2,26,23
2,26,24
2,26,26
2,26,30
2,26,31
2,26,32
2,26,33
2,26,34
2,26,50
2,27,23
2,27,26
2,27,27
2,27,28
2,27,29
2,27,30
2,27,48
2,27,49
2,28,23
2,28,26
2,28,27
2,28,28
2,28,29
2,28,31
2,28,49
2,28,50
2,29,23
2,29,51
2,30,23
2,30,24
2,30,50
2,31,23
2,31,24
2,31,50
2,31,51
2,32,23
2,32,24
2,32,50
2,33,23
2,33,51
2,34,23
2,34,50
2,34,51
2,35,50
2,35,51
2,36,23
2,36,24
2,37,23
2,37,24
2,37,50
2,37,51
2,38,23
2,38,24
2,38,50
2,39,24
2,39,49
2,39,50
2,40,23
2,40,24
2,40,49
2,40,50
2,41,23
2,41,24
2,41,49
2,41,50
2,42,23
2,42,24
2,42,48
2,43,22
2,43,23
2,43,24
2,43,49
2,44,22
2,44,23
2,44,24
2,44,25
2,44,47
2,44,48
2,45,22
2,45,23
2,45,24
2,45,25
2,45,26
2,45,47
2,46,22
2,46,23
2,46,24
2,46,25
2,46,26
2,46,27
2,46,29
2,46,30
2,46,32
2,46,34
2,46,45
2,46,47
2,47,24
2,47,25
2,47,26
2,47,27
2,47,29
2,47,30
2,47,32
2,47,33
2,47,35
2,47,37
2,47,46
2,48,28
2,48,30
2,48,33
2,48,35
2,48,36
2,48,38
2,48,39
2,48,41
2,48,43
2,48,45
2,49,32
2,49,36
2,49,38
2,49,39
2,49,41
2,49,43
2,49,44
2,50,33
2,50,35
2,51,35
2,51,36
2,51,38
2,51,39
2,51,41
3,14,22
3,14,23
3,15,21
3,15,22
3,15,23
3,15,24
3,15,25
3,16,21
3,16,22
3,16,24
3,16,25
3,16,26
3,16,27
3,17,22
3,17,26
3,17,27
3,18,22
3,18,26
3,19,23
3,19,25
3,19,26
3,20,23
3,20,24
3,20,25
3,20,42
3,20,43
3,20,44
3,20,45
3,20,46
3,20,47
3,21,24
3,21,25
3,21,39
3,21,40
3,21,41
3,21,42
3,21,43
3,21,44
3,21,45
3,21,46
3,21,47
3,21,48
3,22,24
3,22,37
3,22,38
3,22,40
3,22,47
3,22,48
3,22,49
3,22,50
3,23,35
3,23,36
3,23,37
3,23,38
3,23,39
3,23,49
3,23,50
3,24,24
3,24,25
3,24,33
3,24,34
3,24,35
3,25,24
3,25,25
3,25,26
3,25,28
3,25,29
3,25,30
3,25,31
3,25,32
3,25,49
3,25,50
3,26,24
3,26,26
3,26,27
3,26,28
3,26,29
3,26,51
3,27,23
3,27,24
3,28,23
3,28,51
3,29,23
3,29,52
3,30,23
3,31,23
3,31,52
3,32,23
3,32,51
3,32,52
3,33,23
3,33,52
3,33,53
3,34,23
3,34,52
3,35,52
3,36,23
3,36,52
3,37,23
3,38,23
3,38,51
3,38,52
3,39,23
3,39,51
3,39,52
3,40,22
3,40,23
3,40,51
3,40,52
3,41,22
3,41,23
3,42,21
3,42,22
3,42,50
3,43,20
3,43,21
3,43,50
3,44,20
3,44,21
3,44,50
3,45,21
3,46,21
3,46,48
3,46,49
3,47,21
3,47,22
3,47,23
3,47,48
3,47,49
3,48,22
3,49,23
3,49,24
3,49,25
3,49,26
3,49,27
3,49,30
3,49,46
3,49,47
3,50,24
3,50,26
3,50,27
3,50,28
3,50,31
3,50,44
3,50,45
3,51,27
3,51,28
3,51,30
3,51,33
3,51,42
3,52,30
3,52,31
3,52,36
3,52,38
3,52,39
3,52,40
3,52,42
3,53,31
3,53,33
3,53,35
3,54,36
3,54,37
4,13,22
4,14,21
4,14,22
4,14,23
4,14,24
4,14,25
4,14,26
4,14,27
4,15,21
4,15,26
4,15,27
4,15,28
4,16,21
4,16,27
4,16,28
4,16,29
4,17,21
4,17,27
4,17,28
4,18,22
4,18,23
4,18,26
4,18,44
4,18,45
4,18,46
4,18,47
4,18,48
4,18,49
4,19,23
4,19,24
4,19,25
4,19,42
4,19,43
4,19,44
4,19,45
4,19,46
4,19,47
4,19,48
4,19,49
4,20,38
4,20,39
4,20,40
4,20,41
4,20,42
4,20,43
4,20,48
4,20,49
4,20,50
4,21,36
4,21,37
4,21,38
4,21,39
4,21,51
4,22,32
4,22,33
4,22,34
4,22,35
4,22,36
4,22,38
4,23,29
4,23,30
4,23,31
4,23,32
4,23,33
4,23,34
4,23,51
4,24,27
4,24,28
4,24,29
4,24,30
4,24,31
4,24,32
4,24,51
4,25,25
4,25,26
4,25,27
4,25,28
4,25,29
4,26,24
4,26,25
4,26,26
4,26,52
4,27,23
4,27,24
4,27,52
4,28,23
4,29,23
4,29,53
4,30,23
4,30,53
4,31,23
4,32,23
4,32,53
4,33,23
4,33,54
4,34,53
4,35,23
4,35,53
4,36,23
4,36,53
4,37,23
4,38,21
4,38,22
4,38,53
4,39,19
4,39,20
4,39,21
4,39,22
4,39,53
4,40,19
4,40,20
4,40,21
4,40,22
4,40,53
4,41,19
4,41,20
4,41,21
4,42,18
4,42,19
4,42,20
4,42,51
4,42,52
4,43,18
4,43,19
4,43,51
4,44,19
4,44,51
4,45,19
4,45,20
4,46,50
4,47,20
4,47,50
4,48,20
4,48,21
4,49,21
4,49,49
4,50,21
4,50,22
4,50,23
4,50,47
4,51,23
4,51,24
4,51,25
4,52,27
4,52,28
4,52,44
4,52,45
4,53,25
4,53,30
4,53,40
4,53,42
4,54,28
4,54,31
4,54,33
4,54,35
4,54,39
4,55,36
4,55,37
5,13,21
5,13,22
5,13,23
5,13,24
5,13,25
5,13,26
5,13,27
5,13,28
5,13,29
5,13,30
5,14,20
5,14,26
5,14,27
5,14,28
5,14,29
5,14,30
5,14,31
5,15,20
5,15,29
5,15,30
5,15,31
5,15,46
5,16,21
5,16,28
5,16,29
5,16,44
5,16,45
5,16,46
5,16,47
5,16,48
5,17,21
5,17,22
5,17,26
5,17,27
5,17,42
5,17,43
5,17,44
5,17,45
5,17,46
5,17,47
5,17,48
5,17,49
5,18,22
5,18,23
5,18,24
5,18,25
5,18,26
5,18,40
5,18,41
5,18,42
5,18,43
5,18,44
5,18,45
5,18,49
5,19,37
5,19,39
5,19,40
5,19,41
5,19,42
5,19,50
5,19,51
5,20,36
5,20,37
5,20,38
5,20,39
5,20,40
5,21,30
5,21,31
5,21,32
5,21,33
5,21,34
5,21,35
5,21,36
5,21,52
5,22,28
5,22,29
5,22,30
5,22,31
5,22,32
5,22,33
5,22,52
5,23,28
5,23,29
5,24,26
5,24,27
5,24,28
5,24,53
5,25,25
5,25,26
5,25,27
5,25,53
5,26,24
5,26,25
5,27,24
5,27,54
5,28,23
5,28,24
5,29,23
5,29,54
5,30,23
5,30,54
5,31,23
5,32,23
5,32,54
5,33,23
5,34,23
5,34,54
5,35,23
5,35,54
5,36,22
5,36,23
5,36,54
5,37,21
5,37,22
5,38,17
5,38,18
5,38,19
5,38,20
5,38,21
5,38,54
5,39,16
5,39,17
5,39,18
5,39,54
5,40,16
5,40,17
5,40,18
5,40,53
5,41,16
5,41,17
5,41,18
5,42,17
5,42,18
5,42,53
5,43,17
5,43,18
5,43,52
5,44,17
5,44,18
5,44,52
5,45,18
5,46,18
5,46,19
5,46,51
5,47,51
5,48,19
5,49,20
5,49,50
5,50,48
5,50,49
5,51,20
5,51,21
5,51,22
5,51,47
5,51,48
5,52,22
5,53,23
5,53,24
5,53,43
5,53,45
5,54,25
5,54,27
5,55,28
5,55,30
5,55,35
5,55,39
5,55,40
5,55,42
5,56,32
5,56,33
6,12,21
6,12,22
6,12,23
6,12,24
6,12,25
6,12,26
6,12,27
6,12,28
6,12,29
6,12,31
6,12,34
6,12,35
6,12,36
6,12,37
6,13,20
6,13,24
6,13,25
6,13,26
6,13,27
6,13,28
6,13,29
6,13,30
6,13,31
6,13,32
6,13,33
6,13,34
6,13,35
6,13,36
6,13,37
6,14,20
6,14,31
6,14,32
6,14,33
6,14,34
6,14,35
6,14,36
6,14,37
6,14,44
6,14,45
6,14,46
6,15,20
6,15,29
6,15,30
6,15,31
6,15,43
6,15,44
6,15,45
6,15,46
6,15,47
6,15,48
6,16,20
6,16,21
6,16,28
6,16,29
6,16,41
6,16,42
6,16,43
6,16,44
6,16,47
6,16,48
6,16,49
6,17,21
6,17,22
6,17,26
6,17,27
6,17,38
6,17,39
6,17,40
6,17,41
6,17,42
6,17,43
6,17,50
6,18,22
6,18,23
6,18,24
6,18,25
6,18,26
6,18,36
6,18,37
6,18,38
6,18,39
6,18,40
6,18,41
6,18,51
6,19,27
6,19,28
6,19,29
6,19,30
6,19,31
6,19,32
6,19,33
6,19,34
6,19,35
6,19,36
6,19,37
6,19,38
6,19,39
6,19,52
6,20,27
6,20,28
6,20,29
6,20,30
6,20,31
6,20,32
6,20,33
6,20,34
